Township of Pine,"('-78.50000', '41.10000')",Township of Pike,"('-78.50000', '41.00000')",[8.484798],[-1.7751999],[0.4],[0.],[0.28],[15.318142],[33.555],37.88881666666667,-10.028294761218133,2018-01-06
Township of Pike,"('-78.50000', '41.00000')",Township of Lawrence,"('-78.40000', '41.00000')",[11.2019005],[0.3119011],[0.4],[0.],[0.28],[15.817979],[33.1076],17.08745,-11.854795079279041,2018-01-06
Township of Monroe,"('-79.40000', '41.20000')",Township of Clarion,"('-79.30000', '41.20000')",[31.4573],[18.7673],[0.],[0.],[0.],[13.0438385],[33.1076],9.85895,33.98888040910946,2017-03-22
Township of Clarion,"('-79.30000', '41.20000')",Township of Union,"('-79.20000', '41.20000')",[31.6004],[18.7304],[0.1],[0.],[0.07],[12.961094],[32.8839],9.770199999999999,34.291826272546494,2017-03-22
Township of Union,"('-79.20000', '41.20000')",Township of Eldred,"('-79.10000', '41.20000')",[30.8228],[18.4028],[0.1],[0.],[0.07],[12.881702],[32.660202],13.312683333333332,36.852347108901235,2017-03-22
Township of Eldred,"('-79.10000', '41.20000')",Township of Warsaw,"('-79.00000', '41.20000')",[30.9164],[18.4964],[0.1],[0.],[0.07],[12.881702],[32.660202],12.11125,36.081757522152884,2017-03-22
Township of Warsaw,"('-79.00000', '41.20000')",Township of Knox,"('-79.00000', '41.10000')",[32.2808],[19.4108],[0.],[0.],[0.],[12.924363],[32.660202],18.4757,29.980802184719895,2017-03-22
Township of Knox,"('-79.00000', '41.10000')",Township of Winslow,"('-78.90000', '41.10000')",[31.5788],[18.7088],[0.],[0.],[0.],[12.924363],[32.660202],13.793766666666667,34.4220593587318,2017-03-22
Township of Winslow,"('-78.90000', '41.10000')",Township of Washington,"('-78.90000', '41.20000')",[31.0325],[18.7925],[0.1],[0.],[0.07],[13.129875],[33.555],16.769283333333334,33.87164388135554,2017-03-22
Township of Washington,"('-78.90000', '41.20000')",Sandy,"('-78.80000', '41.10000')",[31.3898],[18.969799],[0.],[0.],[0.],[13.408945],[33.3313],23.40515,32.67427671319243,2017-03-22
Sandy,"('-78.80000', '41.10000')",Township of Pine,"('-78.50000', '41.10000')",[28.9481],[16.9781],[0.1],[0.],[0.07],[14.208033],[37.357903],37.144800000000004,54.729130318646575,2017-03-22
Township of Pine,"('-78.50000', '41.10000')",Township of Pike,"('-78.50000', '41.00000')",[32.5148],[19.7348],[0.],[0.],[0.],[14.3325205],[33.3313],37.88881666666667,28.535215905244122,2017-03-22
Township of Pike,"('-78.50000', '41.00000')",Township of Lawrence,"('-78.40000', '41.00000')",[34.1519],[21.1019],[0.],[0.],[0.],[14.5405],[33.1076],17.08745,22.843700731007797,2017-03-22
Township of Monroe,"('-79.40000', '41.20000')",Township of Clarion,"('-79.30000', '41.20000')",[44.2373],[28.3073],[1.3000001],[1.3000001],[0.],[13.022723],[27.738798],9.85895,11.493822504013051,2017-11-15
Township of Clarion,"('-79.30000', '41.20000')",Township of Union,"('-79.20000', '41.20000')",[44.470398],[26.3804],[1.],[1.],[0.],[12.758746],[26.844],9.770199999999999,13.237790402668736,2017-11-15
Township of Union,"('-79.20000', '41.20000')",Township of Eldred,"('-79.10000', '41.20000')",[43.7828],[27.3128],[0.70000005],[0.70000005],[0.],[12.081872],[26.1729],13.312683333333332,12.280079897242263,2017-11-15
Township of Eldred,"('-79.10000', '41.20000')",Township of Warsaw,"('-79.00000', '41.20000')",[43.8764],[27.406399],[0.70000005],[0.70000005],[0.],[12.081872],[26.1729],12.11125,12.190676084578495,2017-11-15
Township of Warsaw,"('-79.00000', '41.20000')",Township of Knox,"('-79.00000', '41.10000')",[44.790802],[28.1408],[0.4],[0.4],[0.],[11.651742],[25.278101],18.4757,11.54781551446225,2017-11-15
Township of Knox,"('-79.00000', '41.10000')",Township of Winslow,"('-78.90000', '41.10000')",[44.0888],[27.4388],[0.4],[0.4],[0.],[11.651742],[25.278101],13.793766666666667,12.126608191878105,2017-11-15
Township of Winslow,"('-78.90000', '41.10000')",Township of Washington,"('-78.90000', '41.20000')",[43.7225],[27.7925],[0.5],[0.5],[0.],[11.641],[25.949202],16.769283333333334,11.842032174656255,2017-11-15
Township of Washington,"('-78.90000', '41.20000')",Sandy,"('-78.80000', '41.10000')",[43.6298],[28.1498],[0.4],[0.4],[0.],[11.417469],[24.607],23.40515,11.57719495760409,2017-11-15
Sandy,"('-78.80000', '41.10000')",Township of Pine,"('-78.50000', '41.10000')",[40.9181],[26.6081],[0.4],[0.4],[0.],[11.211812],[28.6336],37.144800000000004,13.17757513452946,2017-11-15
Township of Pine,"('-78.50000', '41.10000')",Township of Pike,"('-78.50000', '41.00000')",[43.9448],[26.844799],[0.3],[0.3],[0.],[10.963583],[23.4885],37.88881666666667,12.940778930981992,2017-11-15
Township of Pike,"('-78.50000', '41.00000')",Township of Lawrence,"('-78.40000', '41.00000')",[45.2219],[26.9519],[0.3],[0.3],[0.],[12.32179],[24.8307],17.08745,12.582413588787407,2017-11-15
Township of Monroe,"('-79.40000', '41.20000')",Township of Clarion,"('-79.30000', '41.20000')",[66.9488],[53.8088],[0.8],[0.8],[0.],[6.905775],[16.7775],9.85895,4.113003881522161,2013-09-30
Township of Clarion,"('-79.30000', '41.20000')",Township of Union,"('-79.20000', '41.20000')",[67.5734],[54.3434],[0.8],[0.8],[0.],[6.905775],[16.7775],9.770199999999999,4.0584201685387065,2013-09-30
Township of Union,"('-79.20000', '41.20000')",Township of Eldred,"('-79.10000', '41.20000')",[67.218796],[53.7188],[0.5],[0.5],[0.],[6.814594],[17.6723],13.312683333333332,4.118026182508825,2013-09-30
Township of Eldred,"('-79.10000', '41.20000')",Township of Warsaw,"('-79.00000', '41.20000')",[68.016205],[53.7962],[0.5],[0.5],[0.],[6.814594],[17.6723],12.11125,4.10626478836009,2013-09-30
Township of Warsaw,"('-79.00000', '41.20000')",Township of Knox,"('-79.00000', '41.10000')",[68.8091],[54.5891],[0.5],[0.5],[0.],[6.514242],[16.7775],18.4757,4.0540803611592935,2013-09-30
Township of Knox,"('-79.00000', '41.10000')",Township of Winslow,"('-78.90000', '41.10000')",[68.7758],[53.8358],[0.5],[0.5],[0.],[6.514242],[16.7775],13.793766666666667,4.107671477533387,2013-09-30
Township of Winslow,"('-78.90000', '41.10000')",Township of Washington,"('-78.90000', '41.20000')",[68.8955],[54.135498],[0.5],[0.5],[0.],[6.814594],[17.6723],16.769283333333334,4.0900162401847275,2013-09-30
Township of Washington,"('-78.90000', '41.20000')",Sandy,"('-78.80000', '41.10000')",[69.3383],[53.9483],[0.2],[0.2],[0.],[6.0770693],[16.7775],23.40515,4.141638348926982,2013-09-30
Sandy,"('-78.80000', '41.10000')",Township of Pine,"('-78.50000', '41.10000')",[67.964],[51.494],[0.],[0.],[0.],[5.922771],[16.7775],37.144800000000004,4.592278409173449,2013-09-30
Township of Pine,"('-78.50000', '41.10000')",Township of Pike,"('-78.50000', '41.00000')",[70.7135],[53.7935],[0.],[0.],[0.],[6.279558],[15.659],37.88881666666667,4.357646729565495,2013-09-30
Township of Pike,"('-78.50000', '41.00000')",Township of Lawrence,"('-78.40000', '41.00000')",[72.554],[53.654],[0.],[0.],[0.],[6.2636],[11.8561],17.08745,4.118242188227353,2013-09-30
Township of Monroe,"('-79.40000', '41.20000')",Township of Clarion,"('-79.30000', '41.20000')",[79.8773],[58.0073],[0.1],[0.1],[0.],[6.142592],[12.3035],9.85895,3.6926765227444265,2023-08-05
Township of Clarion,"('-79.30000', '41.20000')",Township of Union,"('-79.20000', '41.20000')",[79.8404],[58.060402],[0.],[0.],[0.],[6.203391],[13.1983],9.770199999999999,3.6839706165372914,2023-08-05
Township of Union,"('-79.20000', '41.20000')",Township of Eldred,"('-79.10000', '41.20000')",[79.5128],[57.3728],[0.],[0.],[0.],[6.3034196],[13.422],13.312683333333332,3.7517536277341104,2023-08-05
Township of Eldred,"('-79.10000', '41.20000')",Township of Warsaw,"('-79.00000', '41.20000')",[79.6064],[57.4664],[0.],[0.],[0.],[6.3034196],[13.422],12.11125,3.7399258382249947,2023-08-05
Township of Warsaw,"('-79.00000', '41.20000')",Township of Knox,"('-79.00000', '41.10000')",[81.5108],[58.1108],[0.],[0.],[0.],[5.538552],[13.1983],18.4757,3.713257433129706,2023-08-05
Township of Knox,"('-79.00000', '41.10000')",Township of Winslow,"('-78.90000', '41.10000')",[80.8088],[57.4088],[0.],[0.],[0.],[5.538552],[13.1983],13.793766666666667,3.750347309912977,2023-08-05
Township of Winslow,"('-78.90000', '41.10000')",Township of Washington,"('-78.90000', '41.20000')",[80.2625],[57.9425],[0.1],[0.1],[0.],[5.645932],[13.1983],16.769283333333334,3.721997178832144,2023-08-05
Township of Washington,"('-78.90000', '41.20000')",Sandy,"('-78.80000', '41.10000')",[81.4298],[57.759804],[0.],[0.],[0.],[5.6326222],[12.750899],23.40515,3.779412811002052,2023-08-05
Sandy,"('-78.80000', '41.10000')",Township of Pine,"('-78.50000', '41.10000')",[78.448105],[55.6781],[0.],[0.],[0.],[6.023307],[14.5405],37.144800000000004,4.158520409602041,2023-08-05
Township of Pine,"('-78.50000', '41.10000')",Township of Pike,"('-78.50000', '41.00000')",[82.1948],[55.554802],[0.],[0.],[0.],[4.3434687],[12.974601],37.88881666666667,4.185096424268485,2023-08-05
Township of Pike,"('-78.50000', '41.00000')",Township of Lawrence,"('-78.40000', '41.00000')",[83.4719],[58.5419],[0.],[0.],[0.],[4.6116934],[12.3035],17.08745,3.669928805631875,2023-08-05
Township of Monroe,"('-79.40000', '41.20000')",Township of Clarion,"('-79.30000', '41.20000')",[67.4573],[55.9373],[4.1],[4.1],[0.],[12.025825],[26.620298],9.85895,4.046265429559881,2023-06-22
Township of Clarion,"('-79.30000', '41.20000')",Township of Union,"('-79.20000', '41.20000')",[66.880394],[56.0804],[5.4999995],[5.4999995],[0.],[12.025825],[26.1729],9.770199999999999,4.092237132356287,2023-06-22
Township of Union,"('-79.20000', '41.20000')",Township of Eldred,"('-79.10000', '41.20000')",[66.2828],[55.3928],[6.4000006],[6.4000006],[0.],[11.743717],[25.7255],13.312683333333332,4.20872725879032,2023-06-22
Township of Eldred,"('-79.10000', '41.20000')",Township of Warsaw,"('-79.00000', '41.20000')",[66.376396],[55.4864],[6.4000006],[6.4000006],[0.],[11.743717],[25.7255],12.11125,4.195484579148774,2023-06-22
Township of Warsaw,"('-79.00000', '41.20000')",Township of Knox,"('-79.00000', '41.10000')",[66.6608],[55.3208],[11.200001],[11.200001],[0.],[10.408663],[24.8307],18.4757,4.449121066427596,2023-06-22
Township of Knox,"('-79.00000', '41.10000')",Township of Winslow,"('-78.90000', '41.10000')",[65.9588],[54.6188],[11.200001],[11.200001],[0.],[10.408663],[24.8307],13.793766666666667,4.503007768382326,2023-06-22
Township of Winslow,"('-78.90000', '41.10000')",Township of Washington,"('-78.90000', '41.20000')",[66.6725],[54.9725],[8.2],[8.2],[0.],[11.124436],[25.0544],16.769283333333334,4.345378193964759,2023-06-22
Township of Washington,"('-78.90000', '41.20000')",Sandy,"('-78.80000', '41.10000')",[65.7698],[54.519802],[16.000002],[16.000002],[0.],[9.986646],[21.9226],23.40515,4.786194109637624,2023-06-22
Sandy,"('-78.80000', '41.10000')",Township of Pine,"('-78.50000', '41.10000')",[64.3181],[52.7981],[7.2999997],[7.2999997],[0.],[10.418273],[24.8307],37.144800000000004,4.785725660557716,2023-06-22
Township of Pine,"('-78.50000', '41.10000')",Township of Pike,"('-78.50000', '41.00000')",[67.164795],[55.7348],[6.399999],[6.399999],[0.],[10.758552],[22.369999],37.88881666666667,4.444311481909018,2023-06-22
Township of Pike,"('-78.50000', '41.00000')",Township of Lawrence,"('-78.40000', '41.00000')",[69.341896],[57.281902],[6.1],[6.1],[0.],[9.621701],[20.133],17.08745,4.029493524782631,2023-06-22
Township of Monroe,"('-79.40000', '41.20000')",Township of Clarion,"('-79.30000', '41.20000')",[80.8088],[61.5488],[0.4],[0.4],[0.],[8.5475645],[19.9093],9.85895,3.4295472482570184,2010-09-23
Township of Clarion,"('-79.30000', '41.20000')",Township of Union,"('-79.20000', '41.20000')",[80.8934],[61.903404],[0.4],[0.4],[0.],[8.5475645],[19.9093],9.770199999999999,3.404035631022587,2010-09-23
Township of Union,"('-79.20000', '41.20000')",Township of Eldred,"('-79.10000', '41.20000')",[80.1788],[61.4588],[0.3],[0.3],[0.],[8.503543],[19.238201],13.312683333333332,3.4415590394811257,2010-09-23
Township of Eldred,"('-79.10000', '41.20000')",Township of Warsaw,"('-79.00000', '41.20000')",[80.1662],[61.626198],[0.3],[0.3],[0.],[8.503543],[19.238201],12.11125,3.4257366709756147,2010-09-23
Township of Warsaw,"('-79.00000', '41.20000')",Township of Knox,"('-79.00000', '41.10000')",[81.1391],[62.3291],[0.4],[0.4],[0.],[8.207077],[20.580399],18.4757,3.407603067926795,2010-09-23
Township of Knox,"('-79.00000', '41.10000')",Township of Winslow,"('-78.90000', '41.10000')",[80.385796],[61.755802],[0.4],[0.4],[0.],[8.207077],[20.580399],13.793766666666667,3.425719636283126,2010-09-23
Township of Winslow,"('-78.90000', '41.10000')",Township of Washington,"('-78.90000', '41.20000')",[80.235504],[61.8755],[0.3],[0.3],[0.],[8.503543],[19.238201],16.769283333333334,3.426321007855148,2010-09-23
Township of Washington,"('-78.90000', '41.20000')",Sandy,"('-78.80000', '41.10000')",[80.408295],[61.8683],[0.3],[0.3],[0.],[7.6451745],[20.3567],23.40515,3.472951729050423,2010-09-23
Sandy,"('-78.80000', '41.10000')",Township of Pine,"('-78.50000', '41.10000')",[77.684],[60.404],[0.2],[0.2],[0.],[7.63535],[18.5671],37.144800000000004,3.7704233967316862,2010-09-23
Township of Pine,"('-78.50000', '41.10000')",Township of Pike,"('-78.50000', '41.00000')",[81.333496],[62.7035],[0.1],[0.1],[0.],[7.074015],[19.9093],37.88881666666667,3.616575569027399,2010-09-23
Township of Pike,"('-78.50000', '41.00000')",Township of Lawrence,"('-78.40000', '41.00000')",[82.364],[63.734],[0.],[0.],[0.],[6.6736126],[23.2648],17.08745,3.290232858117922,2010-09-23
Township of Monroe,"('-79.40000', '41.20000')",Township of Clarion,"('-79.30000', '41.20000')",[66.4673],[38.297302],[0.],[0.],[0.],[6.5027094],[11.8561],9.85895,6.674785840957319,2023-05-06
Township of Clarion,"('-79.30000', '41.20000')",Township of Union,"('-79.20000', '41.20000')",[66.3404],[38.5304],[0.],[0.],[0.],[6.4873004],[11.8561],9.770199999999999,6.611250465135741,2023-05-06
Township of Union,"('-79.20000', '41.20000')",Township of Eldred,"('-79.10000', '41.20000')",[66.552795],[37.7528],[0.],[0.],[0.],[6.6246934],[11.8561],13.312683333333332,6.836942337420513,2023-05-06
Township of Eldred,"('-79.10000', '41.20000')",Township of Warsaw,"('-79.00000', '41.20000')",[66.6464],[37.8464],[0.],[0.],[0.],[6.6246934],[11.8561],12.11125,6.806387035469822,2023-05-06
Township of Warsaw,"('-79.00000', '41.20000')",Township of Knox,"('-79.00000', '41.10000')",[65.6708],[38.2208],[0.],[0.],[0.],[6.2675934],[12.974601],18.4757,6.729154119618397,2023-05-06
Township of Knox,"('-79.00000', '41.10000')",Township of Winslow,"('-78.90000', '41.10000')",[64.968796],[37.5188],[0.],[0.],[0.],[6.2675934],[12.974601],13.793766666666667,6.906491853169878,2023-05-06
Township of Winslow,"('-78.90000', '41.10000')",Township of Washington,"('-78.90000', '41.20000')",[67.6625],[37.6925],[0.],[0.],[0.],[6.362683],[11.4087],16.769283333333334,6.868871590971891,2023-05-06
Township of Washington,"('-78.90000', '41.20000')",Sandy,"('-78.80000', '41.10000')",[64.689804],[38.3198],[0.],[0.],[0.],[6.299449],[11.4087],23.40515,6.738623867504005,2023-05-06
Sandy,"('-78.80000', '41.10000')",Township of Pine,"('-78.50000', '41.10000')",[64.7681],[37.1381],[0.],[0.],[0.],[5.6103673],[12.5272],37.144800000000004,7.2730263232320524,2023-05-06
Township of Pine,"('-78.50000', '41.10000')",Township of Pike,"('-78.50000', '41.00000')",[65.8148],[36.1148],[0.],[0.],[0.],[6.4057927],[15.659],37.88881666666667,7.612041205956478,2023-05-06
Township of Pike,"('-78.50000', '41.00000')",Township of Lawrence,"('-78.40000', '41.00000')",[65.6519],[35.3219],[0.],[0.],[0.],[10.1284485],[20.8041],17.08745,7.630726110340153,2023-05-06
Township of Monroe,"('-79.40000', '41.20000')",Township of Clarion,"('-79.30000', '41.20000')",[39.4088],[29.9588],[1.0000001],[1.0000001],[0.],[16.13744],[35.5683],9.85895,10.271309010012775,2014-11-07
Township of Clarion,"('-79.30000', '41.20000')",Township of Union,"('-79.20000', '41.20000')",[39.7634],[30.1334],[1.0000001],[1.0000001],[0.],[16.13744],[35.5683],9.770199999999999,10.160050442846815,2014-11-07
Township of Union,"('-79.20000', '41.20000')",Township of Eldred,"('-79.10000', '41.20000')",[39.1388],[29.5988],[1.1],[1.],[0.07],[15.36381],[37.1342],13.312683333333332,10.529040435885737,2014-11-07
Township of Eldred,"('-79.10000', '41.20000')",Township of Warsaw,"('-79.00000', '41.20000')",[39.1262],[29.9462],[1.1],[1.],[0.07],[15.36381],[37.1342],12.11125,10.296237188557251,2014-11-07
Township of Warsaw,"('-79.00000', '41.20000')",Township of Knox,"('-79.00000', '41.10000')",[39.7391],[30.5591],[0.90000004],[0.90000004],[0.],[16.21169],[38.476402],18.4757,9.921659866297452,2014-11-07
Township of Knox,"('-79.00000', '41.10000')",Township of Winslow,"('-78.90000', '41.10000')",[38.8958],[29.9858],[0.90000004],[0.90000004],[0.],[16.21169],[38.476402],13.793766666666667,10.253718971557767,2014-11-07
Township of Winslow,"('-78.90000', '41.10000')",Township of Washington,"('-78.90000', '41.20000')",[39.2855],[30.1955],[1.1],[1.],[0.07],[15.36381],[37.1342],16.769283333333334,10.156300158638889,2014-11-07
Township of Washington,"('-78.90000', '41.20000')",Sandy,"('-78.80000', '41.10000')",[39.1883],[30.1883],[0.6],[0.5],[0.07],[16.245611],[40.042297],23.40515,10.151328046660948,2014-11-07
Sandy,"('-78.80000', '41.10000')",Township of Pine,"('-78.50000', '41.10000')",[37.814],[28.454],[1.0000001],[1.0000001],[0.],[15.094363],[38.476402],37.144800000000004,11.604089796081357,2014-11-07
Township of Pine,"('-78.50000', '41.10000')",Township of Pike,"('-78.50000', '41.00000')",[40.5635],[30.6635],[0.2],[0.2],[0.],[16.421774],[40.4897],37.88881666666667,10.03008135742326,2014-11-07
Township of Pike,"('-78.50000', '41.00000')",Township of Lawrence,"('-78.40000', '41.00000')",[42.224],[31.244],[0.1],[0.1],[0.],[15.6174],[42.2793],17.08745,9.437914665368169,2014-11-07
Township of Monroe,"('-79.40000', '41.20000')",Township of Clarion,"('-79.30000', '41.20000')",[21.1973],[-3.5526962],[0.70000005],[0.],[0.49],[8.102758],[13.1983],9.85895,-9.293756195065239,2021-02-08
Township of Clarion,"('-79.30000', '41.20000')",Township of Union,"('-79.20000', '41.20000')",[21.3404],[-0.16960526],[0.6],[0.],[0.42000002],[6.5830164],[12.974601],9.770199999999999,-11.501942277612649,2021-02-08
Township of Union,"('-79.20000', '41.20000')",Township of Eldred,"('-79.10000', '41.20000')",[20.5628],[-1.2172012],[0.70000005],[0.],[0.49],[7.227968],[14.093101],13.312683333333332,-10.711954522811565,2021-02-08
Township of Eldred,"('-79.10000', '41.20000')",Township of Warsaw,"('-79.00000', '41.20000')",[20.656399],[-1.1236038],[0.70000005],[0.],[0.49],[7.227968],[14.093101],12.11125,-10.782136955717046,2021-02-08
Township of Warsaw,"('-79.00000', '41.20000')",Township of Knox,"('-79.00000', '41.10000')",[22.1108],[-3.9892006],[0.5],[0.],[0.35000002],[6.109918],[13.1983],18.4757,-9.014745370395019,2021-02-08
Township of Knox,"('-79.00000', '41.10000')",Township of Winslow,"('-78.90000', '41.10000')",[21.4088],[-4.6912003],[0.5],[0.],[0.35000002],[6.109918],[13.1983],13.793766666666667,-8.696946185453518,2021-02-08
Township of Winslow,"('-78.90000', '41.10000')",Township of Washington,"('-78.90000', '41.20000')",[20.8625],[0.61249924],[0.70000005],[0.],[0.49],[7.405788],[15.8827],16.769283333333334,-12.163692233005925,2021-02-08
Township of Washington,"('-78.90000', '41.20000')",Sandy,"('-78.80000', '41.10000')",[21.4898],[-2.5401993],[0.5],[0.],[0.35000002],[6.959911],[14.3168],23.40515,-9.771347367130058,2021-02-08
Sandy,"('-78.80000', '41.10000')",Township of Pine,"('-78.50000', '41.10000')",[19.5881],[-4.0819016],[0.4],[0.],[0.28],[9.629499],[25.7255],37.144800000000004,-8.727466493181662,2021-02-08
Township of Pine,"('-78.50000', '41.10000')",Township of Pike,"('-78.50000', '41.00000')",[23.1548],[-5.6452026],[0.3],[0.],[0.21000001],[7.203696],[18.5671],37.88881666666667,-7.987145687831418,2021-02-08
Township of Pike,"('-78.50000', '41.00000')",Township of Lawrence,"('-78.40000', '41.00000')",[24.0719],[-4.368099],[0.3],[0.],[0.21000001],[5.659212],[13.6456995],17.08745,-8.81613362611742,2021-02-08
Township of Monroe,"('-79.40000', '41.20000')",Township of Clarion,"('-79.30000', '41.20000')",[75.6473],[49.2773],[0.],[0.],[0.],[13.798864],[32.2128],9.85895,4.599566912457961,2021-05-02
Township of Clarion,"('-79.30000', '41.20000')",Township of Union,"('-79.20000', '41.20000')",[75.4304],[49.9604],[0.],[0.],[0.],[13.251275],[31.9891],9.770199999999999,4.512155296083394,2021-05-02
Township of Union,"('-79.20000', '41.20000')",Township of Eldred,"('-79.10000', '41.20000')",[75.1928],[49.4528],[0.],[0.],[0.],[13.459231],[32.8839],13.312683333333332,4.586149404036161,2021-05-02
Township of Eldred,"('-79.10000', '41.20000')",Township of Warsaw,"('-79.00000', '41.20000')",[75.2864],[49.546402],[0.],[0.],[0.],[13.459231],[32.8839],12.11125,4.570332403640581,2021-05-02
Township of Warsaw,"('-79.00000', '41.20000')",Township of Knox,"('-79.00000', '41.10000')",[75.5708],[49.8308],[0.],[0.],[0.],[13.459231],[34.0024],18.4757,4.561937579161915,2021-05-02
Township of Knox,"('-79.00000', '41.10000')",Township of Winslow,"('-78.90000', '41.10000')",[74.8688],[49.1288],[0.],[0.],[0.],[13.459231],[34.0024],13.793766666666667,4.629985785478508,2021-05-02
Township of Winslow,"('-78.90000', '41.10000')",Township of Washington,"('-78.90000', '41.20000')",[75.3125],[49.6625],[0.],[0.],[0.],[13.6676855],[34.8972],16.769283333333334,4.573852006771623,2021-05-02
Township of Washington,"('-78.90000', '41.20000')",Sandy,"('-78.80000', '41.10000')",[74.6798],[49.6598],[0.],[0.],[0.],[13.513035],[33.7787],23.40515,4.620315747616268,2021-05-02
Sandy,"('-78.80000', '41.10000')",Township of Pine,"('-78.50000', '41.10000')",[72.2381],[48.5681],[0.],[0.],[0.],[13.835081],[36.0157],37.144800000000004,4.957988666708043,2021-05-02
Township of Pine,"('-78.50000', '41.10000')",Township of Pike,"('-78.50000', '41.00000')",[75.0848],[51.3248],[0.],[0.],[0.],[14.292313],[30.1995],37.88881666666667,4.626907945657511,2021-05-02
Township of Pike,"('-78.50000', '41.00000')",Township of Lawrence,"('-78.40000', '41.00000')",[76.091896],[52.421898],[0.],[0.],[0.],[14.220354],[29.7521],17.08745,4.249249541122777,2021-05-02
Township of Monroe,"('-79.40000', '41.20000')",Township of Clarion,"('-79.30000', '41.20000')",[57.6473],[36.5873],[0.2],[0.2],[0.],[13.446212],[29.3047],9.85895,7.1954893083409734,2020-03-12
Township of Clarion,"('-79.30000', '41.20000')",Township of Union,"('-79.20000', '41.20000')",[57.8804],[36.9104],[0.3],[0.3],[0.],[13.607141],[29.7521],9.770199999999999,7.101794273012955,2020-03-12
Township of Union,"('-79.20000', '41.20000')",Township of Eldred,"('-79.10000', '41.20000')",[57.7328],[36.492798],[0.3],[0.3],[0.],[13.401478],[29.9758],13.312683333333332,7.243006884907488,2020-03-12
Township of Eldred,"('-79.10000', '41.20000')",Township of Warsaw,"('-79.00000', '41.20000')",[57.826397],[36.5864],[0.3],[0.3],[0.],[13.401478],[29.9758],12.11125,7.209275369950557,2020-03-12
Township of Warsaw,"('-79.00000', '41.20000')",Township of Knox,"('-79.00000', '41.10000')",[59.4608],[36.9608],[0.4],[0.4],[0.],[14.021903],[31.0943],18.4757,7.1275486242373844,2020-03-12
Township of Knox,"('-79.00000', '41.10000')",Township of Winslow,"('-78.90000', '41.10000')",[58.7588],[36.2588],[0.4],[0.4],[0.],[14.021903],[31.0943],13.793766666666667,7.328751943706091,2020-03-12
Township of Winslow,"('-78.90000', '41.10000')",Township of Washington,"('-78.90000', '41.20000')",[58.302498],[36.6125],[0.5],[0.5],[0.],[13.468523],[30.1995],16.769283333333334,7.23524540418368,2020-03-12
Township of Washington,"('-78.90000', '41.20000')",Sandy,"('-78.80000', '41.10000')",[58.2098],[36.5198],[0.2],[0.2],[0.],[14.770977],[31.9891],23.40515,7.287041295926837,2020-03-12
Sandy,"('-78.80000', '41.10000')",Township of Pine,"('-78.50000', '41.10000')",[53.6081],[34.5281],[0.3],[0.3],[0.],[12.535187],[31.7654],37.144800000000004,8.189514536396679,2020-03-12
Township of Pine,"('-78.50000', '41.10000')",Township of Pike,"('-78.50000', '41.00000')",[56.094803],[34.9448],[0.1],[0.1],[0.],[11.705303],[26.3966],37.88881666666667,8.029840236777796,2020-03-12
Township of Pike,"('-78.50000', '41.00000')",Township of Lawrence,"('-78.40000', '41.00000')",[57.6419],[36.8519],[0.1],[0.1],[0.],[14.30631],[29.528399],17.08745,7.129907380073804,2020-03-12
Township of Monroe,"('-79.40000', '41.20000')",Township of Clarion,"('-79.30000', '41.20000')",[54.4973],[39.9173],[0.],[0.],[0.],[6.7296157],[14.093101],9.85895,6.25802979297493,2023-11-04
Township of Clarion,"('-79.30000', '41.20000')",Township of Union,"('-79.20000', '41.20000')",[54.5504],[40.240402],[0.1],[0.1],[0.],[7.02076],[14.3168],9.770199999999999,6.187745303525001,2023-11-04
Township of Union,"('-79.20000', '41.20000')",Township of Eldred,"('-79.10000', '41.20000')",[54.132797],[39.1928],[0.1],[0.1],[0.],[7.1618943],[14.9879],13.312683333333332,6.454247714629634,2023-11-04
Township of Eldred,"('-79.10000', '41.20000')",Township of Warsaw,"('-79.00000', '41.20000')",[54.2264],[39.2864],[0.1],[0.1],[0.],[7.1618943],[14.9879],12.11125,6.42663353455466,2023-11-04
Township of Warsaw,"('-79.00000', '41.20000')",Township of Knox,"('-79.00000', '41.10000')",[55.0508],[39.5708],[0.1],[0.1],[0.],[7.59263],[15.2116],18.4757,6.383077937076638,2023-11-04
Township of Knox,"('-79.00000', '41.10000')",Township of Winslow,"('-78.90000', '41.10000')",[54.3488],[38.8688],[0.1],[0.1],[0.],[7.59263],[15.2116],13.793766666666667,6.539809116552756,2023-11-04
Township of Winslow,"('-78.90000', '41.10000')",Township of Washington,"('-78.90000', '41.20000')",[54.7925],[39.3125],[0.1],[0.1],[0.],[7.2762704],[15.2116],16.769283333333334,6.438376172837977,2023-11-04
Township of Washington,"('-78.90000', '41.20000')",Sandy,"('-78.80000', '41.10000')",[54.519802],[39.4898],[0.1],[0.1],[0.],[7.791057],[14.9879],23.40515,6.439930384536424,2023-11-04
Sandy,"('-78.80000', '41.10000')",Township of Pine,"('-78.50000', '41.10000')",[53.4281],[39.1181],[0.3],[0.3],[0.],[7.2036953],[17.2249],37.144800000000004,6.742618092737962,2023-11-04
Township of Pine,"('-78.50000', '41.10000')",Township of Pike,"('-78.50000', '41.00000')",[56.4548],[40.6148],[0.2],[0.2],[0.],[6.085298],[14.9879],37.88881666666667,6.386995328472071,2023-11-04
