Murrysville,"('-79.70000', '40.40000')",Township of North Huntingdon,"('-79.70000', '40.30000')",[76.659805],[68.1998],[15.400001],[15.400001],[0.],[11.358147],[33.1076],22.594266666666666,3.570694541567964,2018-08-21
Township of North Huntingdon,"('-79.70000', '40.30000')",Township of Hempfield,"('-79.60000', '40.30000')",[75.4259],[67.4159],[15.],[15.],[0.],[11.015947],[30.6469],13.800083333333333,3.5566801022701005,2018-08-21
Township of Hempfield,"('-79.60000', '40.30000')",Mount Pleasant,"('-79.50000', '40.20000')",[79.846695],[69.0467],[16.],[16.],[0.],[11.602247],[29.7521],20.875966666666667,3.522857274103897,2018-08-21
Mount Pleasant,"('-79.50000', '40.20000')",Township of Bullskin,"('-79.50000', '40.10000')",[78.3959],[67.4159],[15.100001],[15.100001],[0.],[11.948595],[31.0943],17.133216666666666,3.574786117350422,2018-08-21
Township of Bullskin,"('-79.50000', '40.10000')",Township of Donegal,"('-79.40000', '40.10000')",[78.7487],[66.5987],[21.499998],[21.499998],[0.],[11.677482],[29.9758],16.380366666666667,3.8450165603332724,2018-08-21
Township of Donegal,"('-79.40000', '40.10000')",Township of Jefferson,"('-79.20000', '40.10000')",[74.5907],[63.7007],[11.700002],[11.700002],[0.],[12.711595],[31.5417],32.489133333333335,3.8719663825690773,2018-08-21
Township of Jefferson,"('-79.20000', '40.10000')",Township of Lincoln,"('-79.10000', '40.10000')",[76.5563],[65.666306],[11.700002],[11.700002],[0.],[12.711595],[31.5417],38.85316666666667,3.850018657190736,2018-08-21
Township of Lincoln,"('-79.10000', '40.10000')",Township of Somerset,"('-79.10000', '40.00000')",[75.0272],[65.4872],[7.8],[7.8],[0.],[15.213245],[27.291399],14.838283333333333,3.441522323458445,2018-08-21
Township of Somerset,"('-79.10000', '40.00000')",Township of Stonycreek,"('-78.90000', '40.00000')",[74.4908],[65.0408],[7.6],[7.6],[0.],[15.201728],[29.081],27.09345,3.5571416535134848,2018-08-21
Township of Stonycreek,"('-78.90000', '40.00000')",Township of Allegheny,"('-78.80000', '40.00000')",[73.1687],[63.7187],[7.6],[7.6],[0.],[15.201728],[29.081],23.512816666666666,3.611836051657291,2018-08-21
Township of Allegheny,"('-78.80000', '40.00000')",Township of Juniata,"('-78.70000', '40.00000')",[77.6759],[67.6859],[3.9999998],[3.9999998],[0.],[14.123249],[28.6336],37.590900000000005,3.4322106284524176,2018-08-21
Township of Juniata,"('-78.70000', '40.00000')",Township of Harrison,"('-78.60000', '40.00000')",[77.945],[67.955],[3.9999998],[3.9999998],[0.],[14.123249],[28.6336],29.433333333333334,3.2802255832301896,2018-08-21
Township of Harrison,"('-78.60000', '40.00000')",Bedford County,"('-78.50000', '40.00000')",[78.3779],[68.3879],[3.9999998],[3.9999998],[0.],[14.123249],[28.6336],36.60733333333334,3.3720232622236654,2018-08-21
Bedford County,"('-78.50000', '40.00000')",Township of West Providence,"('-78.40000', '40.00000')",[72.6134],[64.4234],[6.8],[6.8],[0.],[15.525811],[28.6336],95.13781666666667,6.956644518616708,2018-08-21
Township of West Providence,"('-78.40000', '40.00000')",Township of East Providence,"('-78.30000', '40.00000')",[75.6752],[67.4852],[6.9000006],[6.9000006],[0.],[13.525991],[27.738798],95.87361666666668,6.836290021761797,2018-08-21
Township of East Providence,"('-78.30000', '40.00000')",Township of Brush Creek,"('-78.20000', '40.00000')",[74.2946],[66.1046],[6.9000006],[6.9000006],[0.],[13.525991],[27.738798],35.41916666666667,3.5861410543022245,2018-08-21
Township of Brush Creek,"('-78.20000', '40.00000')",Township of Licking Creek,"('-78.10000', '40.00000')",[76.9469],[67.8569],[4.5999994],[4.5999994],[0.],[11.602247],[26.620298],9.723733333333334,3.1688187691604046,2018-08-21
Township of Licking Creek,"('-78.10000', '40.00000')",Township of Wells,"('-78.10000', '40.10000')",[74.939896],[66.8399],[10.1],[10.1],[0.],[13.401478],[29.3047],31.15263333333333,3.5782773814674207,2018-08-21
Township of Wells,"('-78.10000', '40.10000')",Township of Taylor,"('-78.00000', '40.10000')",[76.7471],[67.7471],[4.9],[4.9],[0.],[11.515661],[26.1729],42.160666666666664,3.5614309255469365,2018-08-21
Township of Taylor,"('-78.00000', '40.10000')",Township of Dublin,"('-77.90000', '40.10000')",[77.447296],[67.9073],[8.700001],[8.700001],[0.],[11.515662],[28.6336],18.337783333333334,3.3355246682028072,2018-08-21
Township of Dublin,"('-77.90000', '40.10000')",Metal,"('-77.80000', '40.10000')",[77.5364],[68.1764],[12.699999],[12.699999],[0.],[10.672153],[26.620298],15.773266666666666,3.438657992313143,2018-08-21
Metal,"('-77.80000', '40.10000')",Township of Letterkenny,"('-77.70000', '40.10000')",[76.0091],[66.8291],[10.4],[10.4],[0.],[9.804595],[24.159601],15.1082,3.444387762159936,2018-08-21
Township of Letterkenny,"('-77.70000', '40.10000')",Township of Fannett,"('-77.70000', '40.20000')",[76.1585],[66.708496],[10.599999],[10.599999],[0.],[11.006858],[26.844],23.95535,3.5179298745908487,2018-08-21
Township of Fannett,"('-77.70000', '40.20000')",Township of Lurgan,"('-77.60000', '40.10000')",[77.7524],[68.5724],[10.4],[10.4],[0.],[9.804595],[24.159601],30.12773333333333,3.4652842641467188,2018-08-21
Township of Lurgan,"('-77.60000', '40.10000')",Township of Toboyne,"('-77.60000', '40.20000')",[73.947205],[64.4972],[10.599999],[10.599999],[0.],[11.006858],[26.844],45.8426,4.0670927819859175,2018-08-21
Township of Toboyne,"('-77.60000', '40.20000')",Township of Upper Mifflin,"('-77.50000', '40.20000')",[76.4465],[67.4465],[10.799999],[10.799999],[0.],[9.678741],[25.949202],34.86676666666666,3.623458153283923,2018-08-21
Township of Upper Mifflin,"('-77.50000', '40.20000')",Township of Lower Mifflin,"('-77.40000', '40.20000')",[75.7427],[67.1027],[12.900001],[12.900001],[0.],[10.908673],[25.949202],48.877433333333336,4.060696856778873,2018-08-21
Township of Lower Mifflin,"('-77.40000', '40.20000')",Township of West Pennsboro,"('-77.30000', '40.20000')",[75.3944],[67.2044],[18.3],[18.3],[0.],[11.004585],[23.7122],30.964499999999997,3.8295873466282755,2018-08-21
Township of West Pennsboro,"('-77.30000', '40.20000')",Carlisle,"('-77.20000', '40.20000')",[75.4646],[67.2746],[18.3],[18.3],[0.],[11.004585],[23.7122],10.15355,3.6671486434821516,2018-08-21
Carlisle,"('-77.20000', '40.20000')",Township of Silver Spring,"('-77.10000', '40.20000')",[75.3044],[67.2044],[26.300001],[26.300001],[0.],[10.927006],[23.0411],13.86005,3.9532632040080933,2018-08-21
Township of Silver Spring,"('-77.10000', '40.20000')",Township of Upper Allen,"('-77.00000', '40.20000')",[75.821],[67.090996],[42.6],[42.6],[0.],[11.55687],[25.278101],12.785766666666666,4.510635728408535,2018-08-21
Township of Upper Allen,"('-77.00000', '40.20000')",Township of Fairview,"('-76.90000', '40.20000')",[75.735504],[66.195496],[58.59999],[58.59999],[0.],[11.574179],[27.067701],14.827083333333333,5.14695380237511,2018-08-21
Township of Fairview,"('-76.90000', '40.20000')",Township of Susquehanna,"('-76.90000', '40.30000')",[74.6267],[67.5167],[31.8],[31.8],[0.],[10.627515],[24.383299],18.154666666666667,4.1354594428059785,2018-08-21
start city name,start city coordinates,intermediate city name,intermediate city coordinates,daily_temperature_2m_max,daily_temperature_2m_min,daily_precipitation_sum,daily_rain_sum,daily_snowfall_sum,daily_wind_speed_10m_max,daily_wind_gusts_10m_max,time(minutes),risk_factor,date
Pittsburgh,"('-80.00000', '40.40000')",Munhall,"('-79.90000', '40.40000')",[78.189804],[59.0198],[0.],[0.],[0.],[8.213173],[17.0012],17.282500000000002,3.632351783612236,2021-10-10
Munhall,"('-79.90000', '40.40000')",Monroeville,"('-79.80000', '40.40000')",[78.0728],[58.9028],[0.],[0.],[0.],[8.213173],[17.0012],17.204633333333334,3.6413136566398276,2021-10-10
Monroeville,"('-79.80000', '40.40000')",Murrysville,"('-79.70000', '40.40000')",[78.4346],[58.7246],[0.],[0.],[0.],[8.2799225],[19.9093],24.057333333333336,3.7055555537686597,2021-10-10
Murrysville,"('-79.70000', '40.40000')",Township of North Huntingdon,"('-79.70000', '40.30000')",[78.189804],[57.309803],[0.],[0.],[0.],[8.23143],[20.133],22.594266666666666,3.8108051648517844,2021-10-10
Township of North Huntingdon,"('-79.70000', '40.30000')",Township of Hempfield,"('-79.60000', '40.30000')",[76.9559],[56.4359],[0.],[0.],[0.],[9.344664],[23.2648],13.800083333333333,3.8359301487713107,2021-10-10
Township of Hempfield,"('-79.60000', '40.30000')",Mount Pleasant,"('-79.50000', '40.20000')",[76.7867],[57.2567],[0.],[0.],[0.],[10.444659],[25.278101],20.875966666666667,3.801794106627278,2021-10-10
Mount Pleasant,"('-79.50000', '40.20000')",Township of Bullskin,"('-79.50000', '40.10000')",[74.7059],[56.885902],[0.],[0.],[0.],[11.072585],[25.949202],17.133216666666666,3.8106091644882367,2021-10-10
Township of Bullskin,"('-79.50000', '40.10000')",Township of Donegal,"('-79.40000', '40.10000')",[71.6387],[56.4287],[0.],[0.],[0.],[11.388945],[27.738798],16.380366666666667,3.8475033687319042,2021-10-10
Township of Donegal,"('-79.40000', '40.10000')",Township of Jefferson,"('-79.20000', '40.10000')",[65.8607],[53.1707],[0.6],[0.6],[0.],[10.4278755],[26.1729],32.489133333333335,4.352034254501242,2021-10-10
Township of Jefferson,"('-79.20000', '40.10000')",Township of Lincoln,"('-79.10000', '40.10000')",[67.8263],[55.1363],[0.6],[0.6],[0.],[10.4278755],[26.1729],38.85316666666667,4.271278966431105,2021-10-10
Township of Lincoln,"('-79.10000', '40.10000')",Township of Somerset,"('-79.10000', '40.00000')",[66.9272],[55.3172],[0.],[0.],[0.],[11.722392],[22.5937],14.838283333333333,3.943305228835678,2021-10-10
Township of Somerset,"('-79.10000', '40.00000')",Township of Stonycreek,"('-78.90000', '40.00000')",[66.2108],[55.5008],[0.6],[0.6],[0.],[12.038303],[24.607],27.09345,4.044752173155398,2021-10-10
Township of Stonycreek,"('-78.90000', '40.00000')",Township of Allegheny,"('-78.80000', '40.00000')",[64.8887],[54.1787],[0.6],[0.6],[0.],[12.038303],[24.607],23.512816666666666,4.137223793192133,2021-10-10
Township of Allegheny,"('-78.80000', '40.00000')",Township of Juniata,"('-78.70000', '40.00000')",[69.4859],[56.8859],[3.4],[3.4],[0.],[5.8547893],[14.3168],37.590900000000005,4.200714686875934,2021-10-10
Township of Juniata,"('-78.70000', '40.00000')",Township of Harrison,"('-78.60000', '40.00000')",[69.755005],[57.155],[3.4],[3.4],[0.],[5.8547893],[14.3168],29.433333333333334,4.040003902839725,2021-10-10
Township of Harrison,"('-78.60000', '40.00000')",Bedford County,"('-78.50000', '40.00000')",[70.1879],[57.5879],[3.4],[3.4],[0.],[5.8547893],[14.3168],36.60733333333334,4.118071138002187,2021-10-10
Bedford County,"('-78.50000', '40.00000')",Township of West Providence,"('-78.40000', '40.00000')",[67.3034],[53.9834],[2.9000003],[2.9000003],[0.],[7.405788],[16.7775],95.13781666666667,7.683341878306152,2021-10-10
Township of West Providence,"('-78.40000', '40.00000')",Township of East Providence,"('-78.30000', '40.00000')",[70.4552],[57.2252],[3.4000003],[3.4000003],[0.],[6.9383073],[18.119701],95.87361666666668,7.4645986974410174,2021-10-10
Township of East Providence,"('-78.30000', '40.00000')",Township of Brush Creek,"('-78.20000', '40.00000')",[69.0746],[55.8446],[3.4000003],[3.4000003],[0.],[6.9383073],[18.119701],35.41916666666667,4.256366486481232,2021-10-10
Township of Brush Creek,"('-78.20000', '40.00000')",Township of Licking Creek,"('-78.10000', '40.00000')",[70.826904],[57.686897],[3.9000003],[3.9000003],[0.],[7.8677554],[20.133],9.723733333333334,3.8760016906585073,2021-10-10
Township of Licking Creek,"('-78.10000', '40.00000')",Township of Wells,"('-78.10000', '40.10000')",[69.3599],[57.0299],[4.1],[4.1],[0.],[7.499791],[18.5671],31.15263333333333,4.1046866778527855,2021-10-10
Township of Wells,"('-78.10000', '40.10000')",Township of Taylor,"('-78.00000', '40.10000')",[70.4471],[58.2071],[4.2000003],[4.2000003],[0.],[8.142803],[19.0145],42.160666666666664,4.218795974892094,2021-10-10
Township of Taylor,"('-78.00000', '40.10000')",Township of Dublin,"('-77.90000', '40.10000')",[70.8773],[58.8173],[3.2000003],[3.2000003],[0.],[9.125205],[21.9226],18.337783333333334,3.7830647575431966,2021-10-10
Township of Dublin,"('-77.90000', '40.10000')",Metal,"('-77.80000', '40.10000')",[71.1464],[59.0864],[3.3999996],[3.3999996],[0.],[9.496058],[23.7122],15.773266666666666,3.7553118126212324,2021-10-10
Metal,"('-77.80000', '40.10000')",Township of Letterkenny,"('-77.70000', '40.10000')",[69.7991],[57.9191],[2.3999999],[2.3999999],[0.],[9.398062],[21.2515],15.1082,3.8105086478358583,2021-10-10
Township of Letterkenny,"('-77.70000', '40.10000')",Township of Fannett,"('-77.70000', '40.20000')",[70.2185],[57.4385],[2.3999999],[2.3999999],[0.],[9.347342],[23.0411],23.95535,3.911292157667964,2021-10-10
Township of Fannett,"('-77.70000', '40.20000')",Township of Lurgan,"('-77.60000', '40.10000')",[71.542404],[59.6624],[2.3999999],[2.3999999],[0.],[9.398062],[21.2515],30.12773333333333,3.7961045254463968,2021-10-10
Township of Lurgan,"('-77.60000', '40.10000')",Township of Toboyne,"('-77.60000', '40.20000')",[68.0072],[55.2272],[2.3999999],[2.3999999],[0.],[9.347342],[23.0411],45.8426,4.515381270722788,2021-10-10
Township of Toboyne,"('-77.60000', '40.20000')",Township of Upper Mifflin,"('-77.50000', '40.20000')",[71.2265],[59.3465],[2.7],[2.7],[0.],[8.527049],[21.4752],34.86676666666666,3.9083282208643566,2021-10-10
Township of Upper Mifflin,"('-77.50000', '40.20000')",Township of Lower Mifflin,"('-77.40000', '40.20000')",[71.4227],[59.9927],[2.2999997],[2.2999997],[0.],[8.0532],[19.9093],48.877433333333336,4.185051032677572,2021-10-10
Township of Lower Mifflin,"('-77.40000', '40.20000')",Township of West Pennsboro,"('-77.30000', '40.20000')",[71.614395],[60.8144],[1.8000001],[1.8000001],[0.],[8.770067],[19.0145],30.964499999999997,3.6952878312746766,2021-10-10
Township of West Pennsboro,"('-77.30000', '40.20000')",Carlisle,"('-77.20000', '40.20000')",[71.6846],[60.8846],[1.8000001],[1.8000001],[0.],[8.770067],[19.0145],10.15355,3.53239191693456,2021-10-10
Carlisle,"('-77.20000', '40.20000')",Township of Silver Spring,"('-77.10000', '40.20000')",[71.7044],[60.9944],[1.1],[1.1],[0.],[9.461742],[20.3567],13.86005,3.5079780363616955,2021-10-10
Township of Silver Spring,"('-77.10000', '40.20000')",Township of Upper Allen,"('-77.00000', '40.20000')",[71.590996],[61.061],[0.3],[0.3],[0.],[10.076437],[21.9226],12.785766666666666,3.4687733911229905,2021-10-10
Township of Upper Allen,"('-77.00000', '40.20000')",Township of Fairview,"('-76.90000', '40.20000')",[71.235504],[61.335503],[0.],[0.],[0.],[10.31206],[24.607],14.827083333333333,3.4447523448381796,2021-10-10
Township of Fairview,"('-76.90000', '40.20000')",Township of Susquehanna,"('-76.90000', '40.30000')",[71.7467],[61.5767],[0.],[0.],[0.],[9.683911],[24.8307],18.154666666666667,3.443822585266158,2021-10-10
Pittsburgh,"('-80.00000', '40.40000')",Munhall,"('-79.90000', '40.40000')",[39.0866],[24.7766],[0.],[0.],[0.],[7.8804655],[18.119701],17.282500000000002,15.066505680717155,2016-12-21
Munhall,"('-79.90000', '40.40000')",Monroeville,"('-79.80000', '40.40000')",[39.5483],[25.8683],[0.],[0.],[0.],[7.8294992],[18.5671],17.204633333333334,13.68332816664358,2016-12-21
Monroeville,"('-79.80000', '40.40000')",Murrysville,"('-79.70000', '40.40000')",[40.0316],[26.8016],[0.],[0.],[0.],[7.8294992],[18.5671],24.057333333333336,12.738056687231925,2016-12-21
Murrysville,"('-79.70000', '40.40000')",Township of North Huntingdon,"('-79.70000', '40.30000')",[39.4151],[26.455101],[0.],[0.],[0.],[8.249648],[19.461899],22.594266666666666,13.077031591568119,2016-12-21
Township of North Huntingdon,"('-79.70000', '40.30000')",Township of Hempfield,"('-79.60000', '40.30000')",[38.7059],[25.6559],[0.],[0.],[0.],[8.456333],[20.3567],13.800083333333333,13.916949657104064,2016-12-21
Township of Hempfield,"('-79.60000', '40.30000')",Mount Pleasant,"('-79.50000', '40.20000')",[39.9803],[27.1103],[0.],[0.],[0.],[8.456333],[20.3567],20.875966666666667,12.413405992345973,2016-12-21
Mount Pleasant,"('-79.50000', '40.20000')",Township of Bullskin,"('-79.50000', '40.10000')",[38.8058],[26.025799],[0.],[0.],[0.],[8.423723],[20.3567],17.133216666666666,13.504182672299851,2016-12-21
Township of Bullskin,"('-79.50000', '40.10000')",Township of Donegal,"('-79.40000', '40.10000')",[38.5808],[26.0708],[0.],[0.],[0.],[8.423723],[20.3567],16.380366666666667,13.450149385194448,2016-12-21
Township of Donegal,"('-79.40000', '40.10000')",Township of Jefferson,"('-79.20000', '40.10000')",[36.5828],[23.1728],[0.],[0.],[0.],[11.106429],[26.844],32.489133333333335,17.849628707963895,2016-12-21
Township of Jefferson,"('-79.20000', '40.10000')",Township of Lincoln,"('-79.10000', '40.10000')",[38.1344],[25.0844],[0.],[0.],[0.],[11.737323],[27.738798],38.85316666666667,14.922031609147412,2016-12-21
Township of Lincoln,"('-79.10000', '40.10000')",Township of Somerset,"('-79.10000', '40.00000')",[38.1038],[24.6938],[0.],[0.],[0.],[11.737323],[27.738798],14.838283333333333,15.171384811921046,2016-12-21
Township of Somerset,"('-79.10000', '40.00000')",Township of Stonycreek,"('-78.90000', '40.00000')",[38.8904],[25.6604],[0.],[0.],[0.],[11.737323],[27.738798],27.09345,14.00836591241178,2016-12-21
Township of Stonycreek,"('-78.90000', '40.00000')",Township of Allegheny,"('-78.80000', '40.00000')",[37.5683],[24.3383],[0.],[0.],[0.],[11.737323],[27.738798],23.512816666666666,15.748243359950083,2016-12-21
Township of Allegheny,"('-78.80000', '40.00000')",Township of Juniata,"('-78.70000', '40.00000')",[40.853302],[26.813301],[0.],[0.],[0.],[9.344664],[21.0278],37.590900000000005,12.92365693115979,2016-12-21
Township of Juniata,"('-78.70000', '40.00000')",Township of Harrison,"('-78.60000', '40.00000')",[41.6858],[27.7358],[0.],[0.],[0.],[9.784158],[21.6989],29.433333333333334,11.93827742160395,2016-12-21
Township of Harrison,"('-78.60000', '40.00000')",Bedford County,"('-78.50000', '40.00000')",[42.363503],[27.5135],[0.],[0.],[0.],[9.784158],[21.6989],36.60733333333334,12.249049060028566,2016-12-21
Bedford County,"('-78.50000', '40.00000')",Township of West Providence,"('-78.40000', '40.00000')",[40.0046],[25.2446],[0.],[0.],[0.],[11.443736],[26.1729],95.13781666666667,17.90802101214064,2016-12-21
Township of West Providence,"('-78.40000', '40.00000')",Township of East Providence,"('-78.30000', '40.00000')",[42.6821],[26.7521],[0.],[0.],[0.],[8.7357645],[20.3567],95.87361666666668,16.278990864178166,2016-12-21
Township of East Providence,"('-78.30000', '40.00000')",Township of Brush Creek,"('-78.20000', '40.00000')",[41.3186],[25.9286],[0.],[0.],[0.],[8.7357645],[20.3567],35.41916666666667,13.819449260345923,2016-12-21
Township of Brush Creek,"('-78.20000', '40.00000')",Township of Licking Creek,"('-78.10000', '40.00000')",[42.8828],[27.4028],[0.],[0.],[0.],[7.9939504],[19.461899],9.723733333333334,12.094134045572806,2016-12-21
Township of Licking Creek,"('-78.10000', '40.00000')",Township of Wells,"('-78.10000', '40.10000')",[41.3555],[26.685501],[0.],[0.],[0.],[7.9939504],[19.461899],31.15263333333333,12.938838883821882,2016-12-21
Township of Wells,"('-78.10000', '40.10000')",Township of Taylor,"('-78.00000', '40.10000')",[41.972],[26.942001],[0.],[0.],[0.],[7.9939504],[19.461899],42.160666666666664,12.900596942446413,2016-12-21
Township of Taylor,"('-78.00000', '40.10000')",Township of Dublin,"('-77.90000', '40.10000')",[42.179],[26.519001],[0.],[0.],[0.],[7.9939504],[19.461899],18.337783333333334,12.980196928271816,2016-12-21
Township of Dublin,"('-77.90000', '40.10000')",Metal,"('-77.80000', '40.10000')",[42.3464],[26.4164],[0.],[0.],[0.],[7.609089],[17.896],15.773266666666666,13.073730245383677,2016-12-21
Metal,"('-77.80000', '40.10000')",Township of Letterkenny,"('-77.70000', '40.10000')",[40.7165],[24.6065],[0.],[0.],[0.],[7.609089],[17.896],15.1082,15.297198001751765,2016-12-21
Township of Letterkenny,"('-77.70000', '40.10000')",Township of Fannett,"('-77.70000', '40.20000')",[40.8749],[25.6649],[0.],[0.],[0.],[7.5959244],[19.0145],23.95535,13.970248126487352,2016-12-21
Township of Fannett,"('-77.70000', '40.20000')",Township of Lurgan,"('-77.60000', '40.10000')",[42.0854],[26.0654],[0.],[0.],[0.],[7.4361324],[18.5671],30.12773333333333,13.580545102624981,2016-12-21
Township of Lurgan,"('-77.60000', '40.10000')",Township of Toboyne,"('-77.60000', '40.20000')",[38.795002],[24.215],[0.],[0.],[0.],[7.5959244],[19.0145],45.8426,16.340182004626367,2016-12-21
Township of Toboyne,"('-77.60000', '40.20000')",Township of Upper Mifflin,"('-77.50000', '40.20000')",[41.7137],[26.4137],[0.],[0.],[0.],[7.9939504],[19.6856],34.86676666666666,13.278759450388533,2016-12-21
Township of Upper Mifflin,"('-77.50000', '40.20000')",Township of Lower Mifflin,"('-77.40000', '40.20000')",[41.6867],[26.2967],[0.],[0.],[0.],[7.927948],[19.461899],48.877433333333336,13.74700532727455,2016-12-21
Township of Lower Mifflin,"('-77.40000', '40.20000')",Township of West Pennsboro,"('-77.30000', '40.20000')",[41.8397],[26.179699],[0.],[0.],[0.],[7.927948],[19.461899],30.964499999999997,13.466426003297515,2016-12-21
Township of West Pennsboro,"('-77.30000', '40.20000')",Carlisle,"('-77.20000', '40.20000')",[41.902702],[26.242699],[0.],[0.],[0.],[7.927948],[19.461899],10.15355,13.240370480167815,2016-12-21
Carlisle,"('-77.20000', '40.20000')",Township of Silver Spring,"('-77.10000', '40.20000')",[41.9342],[26.3642],[0.],[0.],[0.],[7.609089],[18.3434],13.86005,13.120969350828695,2016-12-21
Township of Silver Spring,"('-77.10000', '40.20000')",Township of Upper Allen,"('-77.00000', '40.20000')",[42.0008],[26.3408],[0.],[0.],[0.],[7.609089],[18.3434],12.785766666666666,13.14214676566165,2016-12-21
Township of Upper Allen,"('-77.00000', '40.20000')",Township of Fairview,"('-76.90000', '40.20000')",[41.758698],[26.098701],[0.],[0.],[0.],[7.609089],[18.3434],14.827083333333333,13.412240679777733,2016-12-21
Township of Fairview,"('-76.90000', '40.20000')",Township of Susquehanna,"('-76.90000', '40.30000')",[41.8397],[25.7297],[0.],[0.],[0.],[7.609089],[18.3434],18.154666666666667,13.849889181055543,2016-12-21
Pittsburgh,"('-80.00000', '40.40000')",Munhall,"('-79.90000', '40.40000')",[34.6766],[24.8666],[1.4000001],[0.],[1.19],[7.2865787],[19.461899],17.282500000000002,15.173905098025244,2013-02-05
Munhall,"('-79.90000', '40.40000')",Monroeville,"('-79.80000', '40.40000')",[34.5983],[25.0583],[1.3],[0.],[1.12],[7.1092973],[17.6723],17.204633333333334,14.894756365474835,2013-02-05
Monroeville,"('-79.80000', '40.40000')",Murrysville,"('-79.70000', '40.40000')",[34.9916],[25.7216],[1.3],[0.],[1.12],[7.1092973],[17.6723],24.057333333333336,14.10365879570438,2013-02-05
Murrysville,"('-79.70000', '40.40000')",Township of North Huntingdon,"('-79.70000', '40.30000')",[34.9151],[26.2751],[1.9],[0.],[1.54],[7.8135056],[19.238201],22.594266666666666,13.546373024928801,2013-02-05
Township of North Huntingdon,"('-79.70000', '40.30000')",Township of Hempfield,"('-79.60000', '40.30000')",[33.9359],[25.2059],[2.2],[0.],[1.7500004],[7.9089894],[18.790798],13.800083333333333,14.82846303932444,2013-02-05
Township of Hempfield,"('-79.60000', '40.30000')",Mount Pleasant,"('-79.50000', '40.20000')",[35.4803],[27.2003],[2.2],[0.],[1.7500004],[7.9089894],[18.790798],20.875966666666667,12.629150745204582,2013-02-05
Mount Pleasant,"('-79.50000', '40.20000')",Township of Bullskin,"('-79.50000', '40.10000')",[34.3058],[26.3858],[3.3000004],[0.1],[2.3100002],[8.518242],[22.1463],17.133216666666666,13.592220481766645,2013-02-05
Township of Bullskin,"('-79.50000', '40.10000')",Township of Donegal,"('-79.40000', '40.10000')",[33.9008],[26.0708],[3.3000004],[0.1],[2.3100002],[8.518242],[22.1463],16.380366666666667,13.942246047223946,2013-02-05
Township of Donegal,"('-79.40000', '40.10000')",Township of Jefferson,"('-79.20000', '40.10000')",[31.5428],[24.6128],[3.6000004],[0.],[3.0800004],[9.642482],[26.1729],32.489133333333335,16.063887089778145,2013-02-05
Township of Jefferson,"('-79.20000', '40.10000')",Township of Lincoln,"('-79.10000', '40.10000')",[33.1844],[25.624401],[2.8000002],[0.],[2.4500003],[8.973131],[25.949202],38.85316666666667,14.67666966130391,2013-02-05
Township of Lincoln,"('-79.10000', '40.10000')",Township of Somerset,"('-79.10000', '40.00000')",[33.0638],[26.1338],[2.8000002],[0.],[2.4500003],[8.973131],[25.949202],14.838283333333333,13.78892289194188,2013-02-05
Township of Somerset,"('-79.10000', '40.00000')",Township of Stonycreek,"('-78.90000', '40.00000')",[33.4904],[26.3804],[2.8000002],[0.],[2.4500003],[8.973131],[25.949202],27.09345,13.607484093310589,2013-02-05
Township of Stonycreek,"('-78.90000', '40.00000')",Township of Allegheny,"('-78.80000', '40.00000')",[32.1683],[25.0583],[2.8000002],[0.],[2.4500003],[8.973131],[25.949202],23.512816666666666,15.183752682292958,2013-02-05
Township of Allegheny,"('-78.80000', '40.00000')",Township of Juniata,"('-78.70000', '40.00000')",[35.0933],[27.3533],[1.7000002],[0.4],[1.19],[5.0020843],[17.896],37.590900000000005,12.641534341041707,2013-02-05
Township of Juniata,"('-78.70000', '40.00000')",Township of Harrison,"('-78.60000', '40.00000')",[35.5658],[27.5558],[1.6000001],[0.1],[1.5400001],[5.5022926],[17.0012],29.433333333333334,12.307338911843534,2013-02-05
Township of Harrison,"('-78.60000', '40.00000')",Bedford County,"('-78.50000', '40.00000')",[35.7935],[27.3335],[1.6000001],[0.1],[1.5400001],[5.5022926],[17.0012],36.60733333333334,12.626882792676813,2013-02-05
Bedford County,"('-78.50000', '40.00000')",Township of West Providence,"('-78.40000', '40.00000')",[33.6146],[24.3446],[2.2],[0.1],[1.9600004],[7.6517167],[24.159601],95.13781666666667,19.544257979018912,2013-02-05
Township of West Providence,"('-78.40000', '40.00000')",Township of East Providence,"('-78.30000', '40.00000')",[36.2021],[26.9321],[1.1000001],[0.],[1.19],[5.3031526],[12.3035],95.87361666666668,16.255275782517835,2013-02-05
Township of East Providence,"('-78.30000', '40.00000')",Township of Brush Creek,"('-78.20000', '40.00000')",[34.4786],[25.0286],[1.1000001],[0.],[1.19],[5.3031526],[12.3035],35.41916666666667,15.107257239669961,2013-02-05
Township of Brush Creek,"('-78.20000', '40.00000')",Township of Licking Creek,"('-78.10000', '40.00000')",[36.6728],[26.8628],[0.70000005],[0.],[1.12],[4.6062646],[10.9613],9.723733333333334,12.699521852788486,2013-02-05
Township of Licking Creek,"('-78.10000', '40.00000')",Township of Wells,"('-78.10000', '40.10000')",[35.0555],[26.0555],[0.70000005],[0.],[1.12],[4.6062646],[10.9613],31.15263333333333,13.710720529398605,2013-02-05
Township of Wells,"('-78.10000', '40.10000')",Township of Taylor,"('-78.00000', '40.10000')",[36.662],[27.392],[0.70000005],[0.],[1.12],[4.6062646],[10.9613],42.160666666666664,12.574073024752852,2013-02-05
